source,target,weight,evidence,sign,input_form,log2FC,padj
MEF2A,TCF4,1,DoRothEA_confC,Activator,Hill_activator,0.0528617186566815,0.999941599553479
MAFB,TENM2,1,DoRothEA_confC,Activator,Hill_activator,0.0795970485565592,0.999941599553479
AR,TESK1,3,DoRothEA_confA,Activator,Hill_activator,-0.261524576627128,0.999941599553479
CREB1,TH,3,DoRothEA_confA,Activator,Hill_activator,-0.0254185764996053,0.999941599553479
KLF4,THBD,3,DoRothEA_confA,Activator,Hill_activator,-0.360849474152694,0.999941599553479
RARA,THBD,3,DoRothEA_confA,Activator,Hill_activator,-0.360849474152694,0.999941599553479
AR,THRA,3,DoRothEA_confA,Activator,Hill_activator,0.0133344484871401,0.999941599553479
MAFB,TJP2,1,DoRothEA_confC,Activator,Hill_activator,0.169348923741387,0.999941599553479
MEF2A,TJP2,1,DoRothEA_confC,Activator,Hill_activator,0.169348923741387,0.999941599553479
SMAD3,TNC,3,DoRothEA_confA,Activator,Hill_activator,-0.550514920304993,0.999941599553479
NR2F1,TNK2,1,DoRothEA_confC,Activator,Hill_activator,0.0297928603990064,0.999941599553479
CREB1,TRH,3,DoRothEA_confA,Activator,Hill_activator,-0.144631816578811,0.999941599553479
AR,TRPS1,3,DoRothEA_confA,Activator,Hill_activator,-0.128238831219419,0.999941599553479
POU2F1,TXNRD1,3,DoRothEA_confA,Activator,Hill_activator,-0.0682572518149284,0.999941599553479
NR2F1,UBAC1,1,DoRothEA_confC,Activator,Hill_activator,0.057291708719551,0.999941599553479
AR,UBC,3,DoRothEA_confA,Activator,Hill_activator,-0.0658584598605408,0.999941599553479
CREB1,UGT8A,3,DoRothEA_confA,Activator,Hill_activator,-0.0248777273957426,0.999941599553479
MEF2A,UTRN,1,DoRothEA_confC,Activator,Hill_activator,-0.177530498053002,0.999941599553479
POU2F1,VWF,3,DoRothEA_confA,Activator,Hill_activator,-0.364518326009016,0.999941599553479
MAFB,WDFY3,1,DoRothEA_confC,Activator,Hill_activator,0.0938345816311544,0.999941599553479
KLF6,WFS1,1,DoRothEA_confC,Activator,Hill_activator,-0.0983346466938083,0.999941599553479
KLF5,WWC1,1,DoRothEA_confC,Activator,Hill_activator,-0.237244274915943,0.999941599553479
AR,XPA,3,DoRothEA_confA,Activator,Hill_activator,0.171081071851052,0.999941599553479
KLF6,XXYLT1,1,DoRothEA_confC,Activator,Hill_activator,0.0214109870317117,0.999941599553479
MEF2A,XYLT1,1,DoRothEA_confC,Activator,Hill_activator,-0.0242795682346227,0.999941599553479
KLF5,YWHAZ,1,DoRothEA_confC,Activator,Hill_activator,-0.0883344852253746,0.999941599553479
MAFB,ZBTB20,1,DoRothEA_confC,Activator,Hill_activator,-0.0284076175010607,0.999941599553479
KLF5,ZBTB7C,1,DoRothEA_confC,Activator,Hill_activator,0.0951914618076522,0.999941599553479
MEF2A,ZEB1,1,DoRothEA_confC,Activator,Hill_activator,0.0433158657581705,0.999941599553479
KLF5,ZFP217,1,DoRothEA_confC,Activator,Hill_activator,-0.567778708281795,0.999941599553479
SMAD3,ZFP36,3,DoRothEA_confA,Activator,Hill_activator,-0.432948206035922,0.999941599553479
KLF6,ZFP36L2,1,DoRothEA_confC,Activator,Hill_activator,-0.026329366136599,0.999941599553479
MEF2A,ZFP385B,1,DoRothEA_confC,Activator,Hill_activator,0.104343524415868,0.999941599553479
PROX1,ZFP608,1,DoRothEA_confC,Activator,Hill_activator,-0.157578037501839,0.999941599553479
NR2F1,ZFYVE28,1,DoRothEA_confC,Activator,Hill_activator,0.0622384609147197,0.999941599553479
